Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: VDD=800m,,,,,,
1,ft_test_T22_inv_svt_test_1,ft,162.6e9,,,
1,ft_test_T22_inv_svt_test_1,cgg_nmos,6.891e-15,,,
1,ft_test_T22_inv_svt_test_1,cgg_pmos,8.919e-15,,,
1,ft_test_T22_inv_svt_test_1,cgs_nmos,4.326e-15,,,
1,ft_test_T22_inv_svt_test_1,cgs_pmos,5.484e-15,,,
1,ft_test_T22_inv_svt_test_1,cgd_nmos,2.304e-15,,,
1,ft_test_T22_inv_svt_test_1,cgd_pmos,3.09e-15,,,
1,ft_test_T22_inv_svt_test_1,vth_nmos,217.2e-3,,,
1,ft_test_T22_inv_svt_test_1,vth_pmos,294e-3,,,
1,ft_test_T22_inv_svt_test_1,vdsat_nmos,165.4e-3,,,
1,ft_test_T22_inv_svt_test_1,vdsat_pmos,121.7e-3,,,
1,ft_test_T22_inv_svt_test_1,gm_nmos,11.87e-3,,,
1,ft_test_T22_inv_svt_test_1,gm_pmos,13.5e-3,,,
1,ft_test_T22_inv_svt_test_1,gds_nmos,1.699e-3,,,
1,ft_test_T22_inv_svt_test_1,gds_pmos,1.741e-3,,,
1,ft_test_T22_inv_svt_test_1,gain_nmos,6.984,,,
1,ft_test_T22_inv_svt_test_1,gain_pmos,7.757,,,
1,ft_test_T22_inv_svt_test_1,ids,1.27e-3,,,
1,ft_test_T22_inv_svt_test_1,gm_id_nmos,9.342,,,
1,ft_test_T22_inv_svt_test_1,gm_id_pmos,10.63,,,
Parameters: VDD=900m,,,,,,
2,ft_test_T22_inv_svt_test_1,ft,202.2e9,,,
2,ft_test_T22_inv_svt_test_1,cgg_nmos,7.121e-15,,,
2,ft_test_T22_inv_svt_test_1,cgg_pmos,9.277e-15,,,
2,ft_test_T22_inv_svt_test_1,cgs_nmos,4.559e-15,,,
2,ft_test_T22_inv_svt_test_1,cgs_pmos,5.864e-15,,,
2,ft_test_T22_inv_svt_test_1,cgd_nmos,2.323e-15,,,
2,ft_test_T22_inv_svt_test_1,cgd_pmos,3.105e-15,,,
2,ft_test_T22_inv_svt_test_1,vth_nmos,211.3e-3,,,
2,ft_test_T22_inv_svt_test_1,vth_pmos,289.5e-3,,,
2,ft_test_T22_inv_svt_test_1,vdsat_nmos,187.8e-3,,,
2,ft_test_T22_inv_svt_test_1,vdsat_pmos,138.7e-3,,,
2,ft_test_T22_inv_svt_test_1,gm_nmos,15.22e-3,,,
2,ft_test_T22_inv_svt_test_1,gm_pmos,17.22e-3,,,
