Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
8,ft_test_T22_nmos_svt_test_1,gm_id,5.652,,,
"Parameters: VDS=500m, VGS=700m",,,,,,
9,ft_test_T22_nmos_svt_test_1,ft,223.5e9,,,
9,ft_test_T22_nmos_svt_test_1,cgg,7.811e-15,,,
9,ft_test_T22_nmos_svt_test_1,cgs,5.181e-15,,,
9,ft_test_T22_nmos_svt_test_1,cgd,2.409e-15,,,
9,ft_test_T22_nmos_svt_test_1,vth,383.9e-3,,,
9,ft_test_T22_nmos_svt_test_1,vdsat,209e-3,,,
9,ft_test_T22_nmos_svt_test_1,gm,17.15e-3,,,
9,ft_test_T22_nmos_svt_test_1,gds,2.135e-3,,,
9,ft_test_T22_nmos_svt_test_1,gain,8.03,,,
9,ft_test_T22_nmos_svt_test_1,ids,3.666e-3,,,
9,ft_test_T22_nmos_svt_test_1,gm_id,4.678,,,
"Parameters: VDS=500m, VGS=750m",,,,,,
10,ft_test_T22_nmos_svt_test_1,ft,226.2e9,,,
10,ft_test_T22_nmos_svt_test_1,cgg,7.913e-15,,,
10,ft_test_T22_nmos_svt_test_1,cgs,5.277e-15,,,
10,ft_test_T22_nmos_svt_test_1,cgd,2.427e-15,,,
10,ft_test_T22_nmos_svt_test_1,vth,384.4e-3,,,
10,ft_test_T22_nmos_svt_test_1,vdsat,230e-3,,,
10,ft_test_T22_nmos_svt_test_1,gm,17.51e-3,,,
10,ft_test_T22_nmos_svt_test_1,gds,2.421e-3,,,
10,ft_test_T22_nmos_svt_test_1,gain,7.234,,,
10,ft_test_T22_nmos_svt_test_1,ids,4.48e-3,,,
10,ft_test_T22_nmos_svt_test_1,gm_id,3.909,,,
"Parameters: VDS=500m, VGS=800m",,,,,,
11,ft_test_T22_nmos_svt_test_1,ft,223.6e9,,,
11,ft_test_T22_nmos_svt_test_1,cgg,8.001e-15,,,
11,ft_test_T22_nmos_svt_test_1,cgs,5.354e-15,,,
11,ft_test_T22_nmos_svt_test_1,cgd,2.448e-15,,,
11,ft_test_T22_nmos_svt_test_1,vth,385e-3,,,
11,ft_test_T22_nmos_svt_test_1,vdsat,251.7e-3,,,
11,ft_test_T22_nmos_svt_test_1,gm,17.47e-3,,,
11,ft_test_T22_nmos_svt_test_1,gds,2.745e-3,,,
11,ft_test_T22_nmos_svt_test_1,gain,6.363,,,
11,ft_test_T22_nmos_svt_test_1,ids,5.3e-3,,,
11,ft_test_T22_nmos_svt_test_1,gm_id,3.296,,,
"Parameters: VDS=600m, VGS=300m",,,,,,
12,ft_test_T22_nmos_svt_test_1,ft,17.1e9,,,
12,ft_test_T22_nmos_svt_test_1,cgg,5.007e-15,,,
12,ft_test_T22_nmos_svt_test_1,cgs,2.476e-15,,,
12,ft_test_T22_nmos_svt_test_1,cgd,2.003e-15,,,
12,ft_test_T22_nmos_svt_test_1,vth,373.8e-3,,,
12,ft_test_T22_nmos_svt_test_1,vdsat,98.58e-3,,,
12,ft_test_T22_nmos_svt_test_1,gm,1.024e-3,,,
12,ft_test_T22_nmos_svt_test_1,gds,94.79e-6,,,
12,ft_test_T22_nmos_svt_test_1,gain,10.8,,,
12,ft_test_T22_nmos_svt_test_1,ids,47.37e-6,,,
12,ft_test_T22_nmos_svt_test_1,gm_id,21.61,,,
"Parameters: VDS=600m, VGS=350m",,,,,,
13,ft_test_T22_nmos_svt_test_1,ft,40.31e9,,,
13,ft_test_T22_nmos_svt_test_1,cgg,5.2e-15,,,
13,ft_test_T22_nmos_svt_test_1,cgs,2.664e-15,,,
13,ft_test_T22_nmos_svt_test_1,cgd,2.039e-15,,,
13,ft_test_T22_nmos_svt_test_1,vth,373.9e-3,,,
13,ft_test_T22_nmos_svt_test_1,vdsat,102.5e-3,,,
13,ft_test_T22_nmos_svt_test_1,gm,2.417e-3,,,
13,ft_test_T22_nmos_svt_test_1,gds,223.6e-6,,,
13,ft_test_T22_nmos_svt_test_1,gain,10.81,,,
13,ft_test_T22_nmos_svt_test_1,ids,129.2e-6,,,
13,ft_test_T22_nmos_svt_test_1,gm_id,18.7,,,
"Parameters: VDS=600m, VGS=400m",,,,,,
14,ft_test_T22_nmos_svt_test_1,ft,74.62e9,,,
14,ft_test_T22_nmos_svt_test_1,cgg,5.687e-15,,,
14,ft_test_T22_nmos_svt_test_1,cgs,3.171e-15,,,
14,ft_test_T22_nmos_svt_test_1,cgd,2.08e-15,,,
14,ft_test_T22_nmos_svt_test_1,vth,374e-3,,,
14,ft_test_T22_nmos_svt_test_1,vdsat,110.3e-3,,,
14,ft_test_T22_nmos_svt_test_1,gm,4.689e-3,,,
14,ft_test_T22_nmos_svt_test_1,gds,435.3e-6,,,
14,ft_test_T22_nmos_svt_test_1,gain,10.77,,,
14,ft_test_T22_nmos_svt_test_1,ids,301.2e-6,,,
14,ft_test_T22_nmos_svt_test_1,gm_id,15.57,,,
"Parameters: VDS=600m, VGS=450m",,,,,,
15,ft_test_T22_nmos_svt_test_1,ft,113.3e9,,,
15,ft_test_T22_nmos_svt_test_1,cgg,6.312e-15,,,
15,ft_test_T22_nmos_svt_test_1,cgs,3.822e-15,,,
15,ft_test_T22_nmos_svt_test_1,cgd,2.126e-15,,,
15,ft_test_T22_nmos_svt_test_1,vth,374.2e-3,,,
15,ft_test_T22_nmos_svt_test_1,vdsat,122.1e-3,,,
15,ft_test_T22_nmos_svt_test_1,gm,7.569e-3,,,
15,ft_test_T22_nmos_svt_test_1,gds,709.9e-6,,,
15,ft_test_T22_nmos_svt_test_1,gain,10.66,,,
15,ft_test_T22_nmos_svt_test_1,ids,599.5e-6,,,
15,ft_test_T22_nmos_svt_test_1,gm_id,12.62,,,
"Parameters: VDS=600m, VGS=500m",,,,,,
16,ft_test_T22_nmos_svt_test_1,ft,151.1e9,,,
16,ft_test_T22_nmos_svt_test_1,cgg,6.811e-15,,,
16,ft_test_T22_nmos_svt_test_1,cgs,4.324e-15,,,
16,ft_test_T22_nmos_svt_test_1,cgd,2.177e-15,,,
16,ft_test_T22_nmos_svt_test_1,vth,374.5e-3,,,
16,ft_test_T22_nmos_svt_test_1,vdsat,137e-3,,,
16,ft_test_T22_nmos_svt_test_1,gm,10.55e-3,,,
16,ft_test_T22_nmos_svt_test_1,gds,1.009e-3,,,
16,ft_test_T22_nmos_svt_test_1,gain,10.46,,,
16,ft_test_T22_nmos_svt_test_1,ids,1.039e-3,,,
16,ft_test_T22_nmos_svt_test_1,gm_id,10.16,,,
"Parameters: VDS=600m, VGS=550m",,,,,,
17,ft_test_T22_nmos_svt_test_1,ft,182.6e9,,,
17,ft_test_T22_nmos_svt_test_1,cgg,7.166e-15,,,
17,ft_test_T22_nmos_svt_test_1,cgs,4.661e-15,,,
17,ft_test_T22_nmos_svt_test_1,cgd,2.23e-15,,,
17,ft_test_T22_nmos_svt_test_1,vth,374.9e-3,,,
17,ft_test_T22_nmos_svt_test_1,vdsat,154e-3,,,
17,ft_test_T22_nmos_svt_test_1,gm,13.21e-3,,,
17,ft_test_T22_nmos_svt_test_1,gds,1.299e-3,,,
17,ft_test_T22_nmos_svt_test_1,gain,10.17,,,
17,ft_test_T22_nmos_svt_test_1,ids,1.61e-3,,,
17,ft_test_T22_nmos_svt_test_1,gm_id,8.206,,,
"Parameters: VDS=600m, VGS=600m",,,,,,
18,ft_test_T22_nmos_svt_test_1,ft,206.8e9,,,
18,ft_test_T22_nmos_svt_test_1,cgg,7.424e-15,,,
18,ft_test_T22_nmos_svt_test_1,cgs,4.892e-15,,,
18,ft_test_T22_nmos_svt_test_1,cgd,2.281e-15,,,
18,ft_test_T22_nmos_svt_test_1,vth,375.3e-3,,,
18,ft_test_T22_nmos_svt_test_1,vdsat,172.3e-3,,,
18,ft_test_T22_nmos_svt_test_1,gm,15.3e-3,,,
18,ft_test_T22_nmos_svt_test_1,gds,1.565e-3,,,
18,ft_test_T22_nmos_svt_test_1,gain,9.779,,,
18,ft_test_T22_nmos_svt_test_1,ids,2.29e-3,,,
18,ft_test_T22_nmos_svt_test_1,gm_id,6.681,,,
"Parameters: VDS=600m, VGS=650m",,,,,,
19,ft_test_T22_nmos_svt_test_1,ft,221.9e9,,,
19,ft_test_T22_nmos_svt_test_1,cgg,7.617e-15,,,
19,ft_test_T22_nmos_svt_test_1,cgs,5.057e-15,,,
19,ft_test_T22_nmos_svt_test_1,cgd,2.326e-15,,,
19,ft_test_T22_nmos_svt_test_1,vth,375.8e-3,,,
19,ft_test_T22_nmos_svt_test_1,vdsat,191.7e-3,,,
19,ft_test_T22_nmos_svt_test_1,gm,16.76e-3,,,
19,ft_test_T22_nmos_svt_test_1,gds,1.802e-3,,,
19,ft_test_T22_nmos_svt_test_1,gain,9.298,,,
19,ft_test_T22_nmos_svt_test_1,ids,3.05e-3,,,
19,ft_test_T22_nmos_svt_test_1,gm_id,5.494,,,
"Parameters: VDS=600m, VGS=700m",,,,,,
20,ft_test_T22_nmos_svt_test_1,ft,230.8e9,,,
20,ft_test_T22_nmos_svt_test_1,cgg,7.764e-15,,,
20,ft_test_T22_nmos_svt_test_1,cgs,5.179e-15,,,
20,ft_test_T22_nmos_svt_test_1,cgd,2.363e-15,,,
20,ft_test_T22_nmos_svt_test_1,vth,376.4e-3,,,
20,ft_test_T22_nmos_svt_test_1,vdsat,212e-3,,,
20,ft_test_T22_nmos_svt_test_1,gm,17.62e-3,,,
20,ft_test_T22_nmos_svt_test_1,gds,2.018e-3,,,
20,ft_test_T22_nmos_svt_test_1,gain,8.732,,,
20,ft_test_T22_nmos_svt_test_1,ids,3.86e-3,,,
20,ft_test_T22_nmos_svt_test_1,gm_id,4.565,,,
"Parameters: VDS=600m, VGS=750m",,,,,,
21,ft_test_T22_nmos_svt_test_1,ft,233.5e9,,,
21,ft_test_T22_nmos_svt_test_1,cgg,7.875e-15,,,
21,ft_test_T22_nmos_svt_test_1,cgs,5.274e-15,,,
21,ft_test_T22_nmos_svt_test_1,cgd,2.391e-15,,,
21,ft_test_T22_nmos_svt_test_1,vth,376.9e-3,,,
21,ft_test_T22_nmos_svt_test_1,vdsat,233e-3,,,
