Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: VDD=800m,,,,,,
1,ft_test_T22_inv_svt_test_1,ft,77.81e9,,,
1,ft_test_T22_inv_svt_test_1,cgg_nmos,6.064e-15,,,
1,ft_test_T22_inv_svt_test_1,cgg_pmos,7.51e-15,,,
1,ft_test_T22_inv_svt_test_1,cgs_nmos,3.654e-15,,,
1,ft_test_T22_inv_svt_test_1,cgs_pmos,4.116e-15,,,
1,ft_test_T22_inv_svt_test_1,cgd_nmos,2.043e-15,,,
1,ft_test_T22_inv_svt_test_1,cgd_pmos,2.855e-15,,,
1,ft_test_T22_inv_svt_test_1,vth_nmos,335.5e-3,,,
1,ft_test_T22_inv_svt_test_1,vth_pmos,383.2e-3,,,
1,ft_test_T22_inv_svt_test_1,vdsat_nmos,118.2e-3,,,
1,ft_test_T22_inv_svt_test_1,vdsat_pmos,112.1e-3,,,
1,ft_test_T22_inv_svt_test_1,gm_nmos,5.291e-3,,,
1,ft_test_T22_inv_svt_test_1,gm_pmos,5.661e-3,,,
1,ft_test_T22_inv_svt_test_1,gds_nmos,512.3e-6,,,
1,ft_test_T22_inv_svt_test_1,gds_pmos,560.8e-6,,,
1,ft_test_T22_inv_svt_test_1,gain_nmos,10.33,,,
1,ft_test_T22_inv_svt_test_1,gain_pmos,10.09,,,
1,ft_test_T22_inv_svt_test_1,ids,363.8e-6,,,
1,ft_test_T22_inv_svt_test_1,gm_id_nmos,14.54,,,
1,ft_test_T22_inv_svt_test_1,gm_id_pmos,15.56,,,
Parameters: VDD=900m,,,,,,
2,ft_test_T22_inv_svt_test_1,ft,121e9,,,
2,ft_test_T22_inv_svt_test_1,cgg_nmos,6.478e-15,,,
2,ft_test_T22_inv_svt_test_1,cgg_pmos,8.216e-15,,,
2,ft_test_T22_inv_svt_test_1,cgs_nmos,4.089e-15,,,
2,ft_test_T22_inv_svt_test_1,cgs_pmos,4.905e-15,,,
2,ft_test_T22_inv_svt_test_1,cgd_nmos,2.061e-15,,,
2,ft_test_T22_inv_svt_test_1,cgd_pmos,2.859e-15,,,
2,ft_test_T22_inv_svt_test_1,vth_nmos,331.9e-3,,,
2,ft_test_T22_inv_svt_test_1,vth_pmos,379.8e-3,,,
2,ft_test_T22_inv_svt_test_1,vdsat_nmos,136.8e-3,,,
2,ft_test_T22_inv_svt_test_1,vdsat_pmos,125e-3,,,
2,ft_test_T22_inv_svt_test_1,gm_nmos,8.573e-3,,,
2,ft_test_T22_inv_svt_test_1,gm_pmos,9.337e-3,,,
2,ft_test_T22_inv_svt_test_1,gds_nmos,841.3e-6,,,
2,ft_test_T22_inv_svt_test_1,gds_pmos,930e-6,,,
2,ft_test_T22_inv_svt_test_1,gain_nmos,10.19,,,
2,ft_test_T22_inv_svt_test_1,gain_pmos,10.04,,,
2,ft_test_T22_inv_svt_test_1,ids,748e-6,,,
2,ft_test_T22_inv_svt_test_1,gm_id_nmos,11.46,,,
2,ft_test_T22_inv_svt_test_1,gm_id_pmos,12.48,,,
Parameters: VDD=1,,,,,,
3,ft_test_T22_inv_svt_test_1,ft,162.7e9,,,
3,ft_test_T22_inv_svt_test_1,cgg_nmos,6.79e-15,,,
3,ft_test_T22_inv_svt_test_1,cgg_pmos,8.753e-15,,,
3,ft_test_T22_inv_svt_test_1,cgs_nmos,4.411e-15,,,
3,ft_test_T22_inv_svt_test_1,cgs_pmos,5.498e-15,,,
3,ft_test_T22_inv_svt_test_1,cgd_nmos,2.082e-15,,,
3,ft_test_T22_inv_svt_test_1,cgd_pmos,2.863e-15,,,
3,ft_test_T22_inv_svt_test_1,vth_nmos,328.5e-3,,,
3,ft_test_T22_inv_svt_test_1,vth_pmos,376.6e-3,,,
3,ft_test_T22_inv_svt_test_1,vdsat_nmos,158.5e-3,,,
3,ft_test_T22_inv_svt_test_1,vdsat_pmos,140.9e-3,,,
3,ft_test_T22_inv_svt_test_1,gm_nmos,11.93e-3,,,
3,ft_test_T22_inv_svt_test_1,gm_pmos,13.14e-3,,,
3,ft_test_T22_inv_svt_test_1,gds_nmos,1.194e-3,,,
3,ft_test_T22_inv_svt_test_1,gds_pmos,1.323e-3,,,
3,ft_test_T22_inv_svt_test_1,gain_nmos,9.991,,,
3,ft_test_T22_inv_svt_test_1,gain_pmos,9.927,,,
3,ft_test_T22_inv_svt_test_1,ids,1.318e-3,,,
3,ft_test_T22_inv_svt_test_1,gm_id_nmos,9.055,,,
3,ft_test_T22_inv_svt_test_1,gm_id_pmos,9.97,,,
Parameters: VDD=1.1,,,,,,
4,ft_test_T22_inv_svt_test_1,ft,198.2e9,,,
4,ft_test_T22_inv_svt_test_1,cgg_nmos,7.03e-15,,,
4,ft_test_T22_inv_svt_test_1,cgg_pmos,9.121e-15,,,
4,ft_test_T22_inv_svt_test_1,cgs_nmos,4.654e-15,,,
4,ft_test_T22_inv_svt_test_1,cgs_pmos,5.902e-15,,,
4,ft_test_T22_inv_svt_test_1,cgd_nmos,2.104e-15,,,
4,ft_test_T22_inv_svt_test_1,cgd_pmos,2.869e-15,,,
4,ft_test_T22_inv_svt_test_1,vth_nmos,325.1e-3,,,
4,ft_test_T22_inv_svt_test_1,vth_pmos,373.4e-3,,,
4,ft_test_T22_inv_svt_test_1,vdsat_nmos,181.7e-3,,,
4,ft_test_T22_inv_svt_test_1,vdsat_pmos,158.7e-3,,,
4,ft_test_T22_inv_svt_test_1,gm_nmos,14.84e-3,,,
4,ft_test_T22_inv_svt_test_1,gm_pmos,16.52e-3,,,
4,ft_test_T22_inv_svt_test_1,gds_nmos,1.524e-3,,,
4,ft_test_T22_inv_svt_test_1,gds_pmos,1.692e-3,,,
4,ft_test_T22_inv_svt_test_1,gain_nmos,9.737,,,
4,ft_test_T22_inv_svt_test_1,gain_pmos,9.765,,,
4,ft_test_T22_inv_svt_test_1,ids,2.06e-3,,,
4,ft_test_T22_inv_svt_test_1,gm_id_nmos,7.206,,,
4,ft_test_T22_inv_svt_test_1,gm_id_pmos,8.021,,,
Parameters: VDD=1.2,,,,,,
5,ft_test_T22_inv_svt_test_1,ft,223.9e9,,,
5,ft_test_T22_inv_svt_test_1,cgg_nmos,7.221e-15,,,
5,ft_test_T22_inv_svt_test_1,cgg_pmos,9.379e-15,,,
5,ft_test_T22_inv_svt_test_1,cgs_nmos,4.845e-15,,,
5,ft_test_T22_inv_svt_test_1,cgs_pmos,6.183e-15,,,
5,ft_test_T22_inv_svt_test_1,cgd_nmos,2.124e-15,,,
5,ft_test_T22_inv_svt_test_1,cgd_pmos,2.876e-15,,,
5,ft_test_T22_inv_svt_test_1,vth_nmos,321.8e-3,,,
5,ft_test_T22_inv_svt_test_1,vth_pmos,370.4e-3,,,
5,ft_test_T22_inv_svt_test_1,vdsat_nmos,205.8e-3,,,
5,ft_test_T22_inv_svt_test_1,vdsat_pmos,177.6e-3,,,
5,ft_test_T22_inv_svt_test_1,gm_nmos,17.03e-3,,,
5,ft_test_T22_inv_svt_test_1,gm_pmos,19.2e-3,,,
5,ft_test_T22_inv_svt_test_1,gds_nmos,1.805e-3,,,
5,ft_test_T22_inv_svt_test_1,gds_pmos,2.008e-3,,,
5,ft_test_T22_inv_svt_test_1,gain_nmos,9.438,,,
5,ft_test_T22_inv_svt_test_1,gain_pmos,9.562,,,
5,ft_test_T22_inv_svt_test_1,ids,2.942e-3,,,
5,ft_test_T22_inv_svt_test_1,gm_id_nmos,5.789,,,
5,ft_test_T22_inv_svt_test_1,gm_id_pmos,6.524,,,
Parameters: VDD=1.3,,,,,,
6,ft_test_T22_inv_svt_test_1,ft,241.1e9,,,
6,ft_test_T22_inv_svt_test_1,cgg_nmos,7.377e-15,,,
6,ft_test_T22_inv_svt_test_1,cgg_pmos,9.568e-15,,,
6,ft_test_T22_inv_svt_test_1,cgs_nmos,4.998e-15,,,
6,ft_test_T22_inv_svt_test_1,cgs_pmos,6.386e-15,,,
6,ft_test_T22_inv_svt_test_1,cgd_nmos,2.143e-15,,,
6,ft_test_T22_inv_svt_test_1,cgd_pmos,2.883e-15,,,
6,ft_test_T22_inv_svt_test_1,vth_nmos,318.5e-3,,,
6,ft_test_T22_inv_svt_test_1,vth_pmos,367.5e-3,,,
6,ft_test_T22_inv_svt_test_1,vdsat_nmos,230.5e-3,,,
6,ft_test_T22_inv_svt_test_1,vdsat_pmos,197.4e-3,,,
6,ft_test_T22_inv_svt_test_1,gm_nmos,18.48e-3,,,
6,ft_test_T22_inv_svt_test_1,gm_pmos,21.09e-3,,,
6,ft_test_T22_inv_svt_test_1,gds_nmos,2.028e-3,,,
6,ft_test_T22_inv_svt_test_1,gds_pmos,2.262e-3,,,
6,ft_test_T22_inv_svt_test_1,gain_nmos,9.111,,,
6,ft_test_T22_inv_svt_test_1,gain_pmos,9.328,,,
6,ft_test_T22_inv_svt_test_1,ids,3.927e-3,,,
6,ft_test_T22_inv_svt_test_1,gm_id_nmos,4.706,,,
6,ft_test_T22_inv_svt_test_1,gm_id_pmos,5.372,,,
Parameters: VDD=1.4,,,,,,
7,ft_test_T22_inv_svt_test_1,ft,250e9,,,
7,ft_test_T22_inv_svt_test_1,cgg_nmos,7.506e-15,,,
7,ft_test_T22_inv_svt_test_1,cgg_pmos,9.711e-15,,,
7,ft_test_T22_inv_svt_test_1,cgs_nmos,5.125e-15,,,
7,ft_test_T22_inv_svt_test_1,cgs_pmos,6.538e-15,,,
7,ft_test_T22_inv_svt_test_1,cgd_nmos,2.161e-15,,,
7,ft_test_T22_inv_svt_test_1,cgd_pmos,2.89e-15,,,
7,ft_test_T22_inv_svt_test_1,vth_nmos,315.2e-3,,,
7,ft_test_T22_inv_svt_test_1,vth_pmos,364.7e-3,,,
7,ft_test_T22_inv_svt_test_1,vdsat_nmos,255.6e-3,,,
7,ft_test_T22_inv_svt_test_1,vdsat_pmos,217.9e-3,,,
7,ft_test_T22_inv_svt_test_1,gm_nmos,19.3e-3,,,
7,ft_test_T22_inv_svt_test_1,gm_pmos,22.29e-3,,,
7,ft_test_T22_inv_svt_test_1,gds_nmos,2.201e-3,,,
7,ft_test_T22_inv_svt_test_1,gds_pmos,2.458e-3,,,
7,ft_test_T22_inv_svt_test_1,gain_nmos,8.77,,,
7,ft_test_T22_inv_svt_test_1,gain_pmos,9.069,,,
7,ft_test_T22_inv_svt_test_1,ids,4.978e-3,,,
7,ft_test_T22_inv_svt_test_1,gm_id_nmos,3.877,,,
7,ft_test_T22_inv_svt_test_1,gm_id_pmos,4.478,,,

