Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: VDS=500m, VGS=300m",,,,,,
1,ft_test_T12_pmos_svt_test_1,ft,7.726e9,,,
1,ft_test_T12_pmos_svt_test_1,cgg,16.7e-15,,,
1,ft_test_T12_pmos_svt_test_1,cgs,-9.852e-15,,,
1,ft_test_T12_pmos_svt_test_1,cgd,-5.393e-15,,,
1,ft_test_T12_pmos_svt_test_1,vth,344.4e-3,,,
1,ft_test_T12_pmos_svt_test_1,vdsat,-60.39e-3,,,
1,ft_test_T12_pmos_svt_test_1,gm,1.084e-3,,,
1,ft_test_T12_pmos_svt_test_1,gds,157.6e-6,,,
1,ft_test_T12_pmos_svt_test_1,gain,6.877,,,
1,ft_test_T12_pmos_svt_test_1,ids,58.91e-6,,,
1,ft_test_T12_pmos_svt_test_1,gm_id,18.39,,,
"Parameters: VDS=500m, VGS=350m",,,,,,
2,ft_test_T12_pmos_svt_test_1,ft,15.35e9,,,
2,ft_test_T12_pmos_svt_test_1,cgg,17.6e-15,,,
2,ft_test_T12_pmos_svt_test_1,cgs,-10.91e-15,,,
2,ft_test_T12_pmos_svt_test_1,cgd,-5.345e-15,,,
2,ft_test_T12_pmos_svt_test_1,vth,344.5e-3,,,
2,ft_test_T12_pmos_svt_test_1,vdsat,-74.94e-3,,,
2,ft_test_T12_pmos_svt_test_1,gm,2.232e-3,,,
2,ft_test_T12_pmos_svt_test_1,gds,330.6e-6,,,
2,ft_test_T12_pmos_svt_test_1,gain,6.751,,,
2,ft_test_T12_pmos_svt_test_1,ids,137.3e-6,,,
2,ft_test_T12_pmos_svt_test_1,gm_id,16.25,,,
"Parameters: VDS=500m, VGS=400m",,,,,,
3,ft_test_T12_pmos_svt_test_1,ft,25.87e9,,,
3,ft_test_T12_pmos_svt_test_1,cgg,18.39e-15,,,
3,ft_test_T12_pmos_svt_test_1,cgs,-11.82e-15,,,
3,ft_test_T12_pmos_svt_test_1,cgd,-5.313e-15,,,
3,ft_test_T12_pmos_svt_test_1,vth,344.8e-3,,,
3,ft_test_T12_pmos_svt_test_1,vdsat,-94.59e-3,,,
3,ft_test_T12_pmos_svt_test_1,gm,3.88e-3,,,
3,ft_test_T12_pmos_svt_test_1,gds,593.8e-6,,,
3,ft_test_T12_pmos_svt_test_1,gain,6.534,,,
3,ft_test_T12_pmos_svt_test_1,ids,284e-6,,,
3,ft_test_T12_pmos_svt_test_1,gm_id,13.66,,,
"Parameters: VDS=500m, VGS=450m",,,,,,
4,ft_test_T12_pmos_svt_test_1,ft,37.52e9,,,
4,ft_test_T12_pmos_svt_test_1,cgg,19.01e-15,,,
4,ft_test_T12_pmos_svt_test_1,cgs,-12.53e-15,,,
4,ft_test_T12_pmos_svt_test_1,cgd,-5.3e-15,,,
4,ft_test_T12_pmos_svt_test_1,vth,345.2e-3,,,
4,ft_test_T12_pmos_svt_test_1,vdsat,-117.4e-3,,,
4,ft_test_T12_pmos_svt_test_1,gm,5.736e-3,,,
4,ft_test_T12_pmos_svt_test_1,gds,921.4e-6,,,
4,ft_test_T12_pmos_svt_test_1,gain,6.226,,,
4,ft_test_T12_pmos_svt_test_1,ids,516.1e-6,,,
4,ft_test_T12_pmos_svt_test_1,gm_id,11.11,,,
"Parameters: VDS=500m, VGS=500m",,,,,,
5,ft_test_T12_pmos_svt_test_1,ft,48e9,,,
5,ft_test_T12_pmos_svt_test_1,cgg,19.49e-15,,,
5,ft_test_T12_pmos_svt_test_1,cgs,-13.05e-15,,,
5,ft_test_T12_pmos_svt_test_1,cgd,-5.302e-15,,,
5,ft_test_T12_pmos_svt_test_1,vth,345.7e-3,,,
5,ft_test_T12_pmos_svt_test_1,vdsat,-141.4e-3,,,
5,ft_test_T12_pmos_svt_test_1,gm,7.471e-3,,,
