Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: VDD=900m,,,,,,
1,ft_test_inv_ulvt_test_1,ft,129.9e9,,,
1,ft_test_inv_ulvt_test_1,cgg_nmos,5.754e-15,,,
1,ft_test_inv_ulvt_test_1,cgg_pmos,8.163e-15,,,
1,ft_test_inv_ulvt_test_1,cgs_nmos,3.656e-15,,,
1,ft_test_inv_ulvt_test_1,cgs_pmos,5.255e-15,,,
1,ft_test_inv_ulvt_test_1,cgd_nmos,1.744e-15,,,
1,ft_test_inv_ulvt_test_1,cgd_pmos,2.447e-15,,,
1,ft_test_inv_ulvt_test_1,vth_nmos,301.2e-3,,,
1,ft_test_inv_ulvt_test_1,vth_pmos,388.5e-3,,,
1,ft_test_inv_ulvt_test_1,vdsat_nmos,143.4e-3,,,
1,ft_test_inv_ulvt_test_1,vdsat_pmos,103e-3,,,
1,ft_test_inv_ulvt_test_1,gm_nmos,10.04e-3,,,
1,ft_test_inv_ulvt_test_1,gm_pmos,11.15e-3,,,
1,ft_test_inv_ulvt_test_1,gds_nmos,845.1e-6,,,
1,ft_test_inv_ulvt_test_1,gds_pmos,1.384e-3,,,
1,ft_test_inv_ulvt_test_1,gain_nmos,11.88,,,
1,ft_test_inv_ulvt_test_1,gain_pmos,8.058,,,
1,ft_test_inv_ulvt_test_1,ids,931.6e-6,,,
1,ft_test_inv_ulvt_test_1,gm_id_nmos,10.77,,,
1,ft_test_inv_ulvt_test_1,gm_id_pmos,11.97,,,
Parameters: VDD=1,,,,,,
2,ft_test_inv_ulvt_test_1,ft,168.2e9,,,
2,ft_test_inv_ulvt_test_1,cgg_nmos,6.096e-15,,,
2,ft_test_inv_ulvt_test_1,cgg_pmos,8.538e-15,,,
2,ft_test_inv_ulvt_test_1,cgs_nmos,4.005e-15,,,
2,ft_test_inv_ulvt_test_1,cgs_pmos,5.643e-15,,,
2,ft_test_inv_ulvt_test_1,cgd_nmos,1.77e-15,,,
2,ft_test_inv_ulvt_test_1,cgd_pmos,2.475e-15,,,
2,ft_test_inv_ulvt_test_1,vth_nmos,297.3e-3,,,
2,ft_test_inv_ulvt_test_1,vth_pmos,384.1e-3,,,
2,ft_test_inv_ulvt_test_1,vdsat_nmos,161e-3,,,
2,ft_test_inv_ulvt_test_1,vdsat_pmos,116.6e-3,,,
2,ft_test_inv_ulvt_test_1,gm_nmos,13.21e-3,,,
2,ft_test_inv_ulvt_test_1,gm_pmos,15.01e-3,,,
2,ft_test_inv_ulvt_test_1,gds_nmos,1.131e-3,,,
2,ft_test_inv_ulvt_test_1,gds_pmos,1.874e-3,,,
2,ft_test_inv_ulvt_test_1,gain_nmos,11.68,,,
2,ft_test_inv_ulvt_test_1,gain_pmos,8.011,,,
2,ft_test_inv_ulvt_test_1,ids,1.588e-3,,,
2,ft_test_inv_ulvt_test_1,gm_id_nmos,8.318,,,
2,ft_test_inv_ulvt_test_1,gm_id_pmos,9.453,,,
Parameters: VDD=1.1,,,,,,
3,ft_test_inv_ulvt_test_1,ft,197.6e9,,,
3,ft_test_inv_ulvt_test_1,cgg_nmos,6.367e-15,,,
3,ft_test_inv_ulvt_test_1,cgg_pmos,8.826e-15,,,
3,ft_test_inv_ulvt_test_1,cgs_nmos,4.275e-15,,,
3,ft_test_inv_ulvt_test_1,cgs_pmos,5.932e-15,,,
3,ft_test_inv_ulvt_test_1,cgd_nmos,1.799e-15,,,
3,ft_test_inv_ulvt_test_1,cgd_pmos,2.505e-15,,,
3,ft_test_inv_ulvt_test_1,vth_nmos,293.4e-3,,,
3,ft_test_inv_ulvt_test_1,vth_pmos,379.8e-3,,,
3,ft_test_inv_ulvt_test_1,vdsat_nmos,180.7e-3,,,
3,ft_test_inv_ulvt_test_1,vdsat_pmos,132.4e-3,,,
3,ft_test_inv_ulvt_test_1,gm_nmos,15.66e-3,,,
3,ft_test_inv_ulvt_test_1,gm_pmos,18.24e-3,,,
3,ft_test_inv_ulvt_test_1,gds_nmos,1.373e-3,,,
3,ft_test_inv_ulvt_test_1,gds_pmos,2.302e-3,,,
3,ft_test_inv_ulvt_test_1,gain_nmos,11.4,,,
3,ft_test_inv_ulvt_test_1,gain_pmos,7.925,,,
3,ft_test_inv_ulvt_test_1,ids,2.406e-3,,,
3,ft_test_inv_ulvt_test_1,gm_id_nmos,6.508,,,
3,ft_test_inv_ulvt_test_1,gm_id_pmos,7.582,,,
Parameters: VDD=1.2,,,,,,
4,ft_test_inv_ulvt_test_1,ft,217e9,,,
4,ft_test_inv_ulvt_test_1,cgg_nmos,6.586e-15,,,
4,ft_test_inv_ulvt_test_1,cgg_pmos,9.058e-15,,,
4,ft_test_inv_ulvt_test_1,cgs_nmos,4.489e-15,,,
4,ft_test_inv_ulvt_test_1,cgs_pmos,6.16e-15,,,
4,ft_test_inv_ulvt_test_1,cgd_nmos,1.827e-15,,,
4,ft_test_inv_ulvt_test_1,cgd_pmos,2.534e-15,,,
4,ft_test_inv_ulvt_test_1,vth_nmos,289.5e-3,,,
4,ft_test_inv_ulvt_test_1,vth_pmos,375.8e-3,,,
4,ft_test_inv_ulvt_test_1,vdsat_nmos,202.4e-3,,,
4,ft_test_inv_ulvt_test_1,vdsat_pmos,149.7e-3,,,
4,ft_test_inv_ulvt_test_1,gm_nmos,17.34e-3,,,
4,ft_test_inv_ulvt_test_1,gm_pmos,20.71e-3,,,
4,ft_test_inv_ulvt_test_1,gds_nmos,1.563e-3,,,
4,ft_test_inv_ulvt_test_1,gds_pmos,2.653e-3,,,
4,ft_test_inv_ulvt_test_1,gain_nmos,11.09,,,
4,ft_test_inv_ulvt_test_1,gain_pmos,7.807,,,
4,ft_test_inv_ulvt_test_1,ids,3.347e-3,,,
4,ft_test_inv_ulvt_test_1,gm_id_nmos,5.181,,,
4,ft_test_inv_ulvt_test_1,gm_id_pmos,6.188,,,
Parameters: VDD=1.3,,,,,,
5,ft_test_inv_ulvt_test_1,ft,230.1e9,,,
5,ft_test_inv_ulvt_test_1,cgg_nmos,6.765e-15,,,
5,ft_test_inv_ulvt_test_1,cgg_pmos,9.253e-15,,,
5,ft_test_inv_ulvt_test_1,cgs_nmos,4.662e-15,,,
5,ft_test_inv_ulvt_test_1,cgs_pmos,6.347e-15,,,
5,ft_test_inv_ulvt_test_1,cgd_nmos,1.853e-15,,,
5,ft_test_inv_ulvt_test_1,cgd_pmos,2.563e-15,,,
