Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
Parameters: VDD=900m,,,,,,
1,ft_test_inv_ulvt_test_1,ft,200.5e9,,,
1,ft_test_inv_ulvt_test_1,cgg_nmos,6.258e-15,,,
1,ft_test_inv_ulvt_test_1,cgg_pmos,8.123e-15,,,
1,ft_test_inv_ulvt_test_1,cgs_nmos,4.054e-15,,,
1,ft_test_inv_ulvt_test_1,cgs_pmos,4.957e-15,,,
1,ft_test_inv_ulvt_test_1,cgd_nmos,1.949e-15,,,
1,ft_test_inv_ulvt_test_1,cgd_pmos,2.724e-15,,,
1,ft_test_inv_ulvt_test_1,vth_nmos,215.6e-3,,,
1,ft_test_inv_ulvt_test_1,vth_pmos,316.9e-3,,,
1,ft_test_inv_ulvt_test_1,vdsat_nmos,156.8e-3,,,
1,ft_test_inv_ulvt_test_1,vdsat_pmos,123.3e-3,,,
1,ft_test_inv_ulvt_test_1,gm_nmos,15.77e-3,,,
1,ft_test_inv_ulvt_test_1,gm_pmos,17.78e-3,,,
1,ft_test_inv_ulvt_test_1,gds_nmos,1.98e-3,,,
1,ft_test_inv_ulvt_test_1,gds_pmos,2.373e-3,,,
1,ft_test_inv_ulvt_test_1,gain_nmos,7.966,,,
1,ft_test_inv_ulvt_test_1,gain_pmos,7.492,,,
1,ft_test_inv_ulvt_test_1,ids,2.175e-3,,,
1,ft_test_inv_ulvt_test_1,gm_id_nmos,7.254,,,
1,ft_test_inv_ulvt_test_1,gm_id_pmos,8.174,,,
Parameters: VDD=1,,,,,,
2,ft_test_inv_ulvt_test_1,ft,224.9e9,,,
2,ft_test_inv_ulvt_test_1,cgg_nmos,6.491e-15,,,
2,ft_test_inv_ulvt_test_1,cgg_pmos,8.505e-15,,,
2,ft_test_inv_ulvt_test_1,cgs_nmos,4.287e-15,,,
2,ft_test_inv_ulvt_test_1,cgs_pmos,5.354e-15,,,
2,ft_test_inv_ulvt_test_1,cgd_nmos,1.971e-15,,,
2,ft_test_inv_ulvt_test_1,cgd_pmos,2.752e-15,,,
2,ft_test_inv_ulvt_test_1,vth_nmos,211.2e-3,,,
2,ft_test_inv_ulvt_test_1,vth_pmos,313e-3,,,
2,ft_test_inv_ulvt_test_1,vdsat_nmos,174.9e-3,,,
2,ft_test_inv_ulvt_test_1,vdsat_pmos,138.6e-3,,,
2,ft_test_inv_ulvt_test_1,gm_nmos,18.06e-3,,,
2,ft_test_inv_ulvt_test_1,gm_pmos,20.6e-3,,,
2,ft_test_inv_ulvt_test_1,gds_nmos,2.316e-3,,,
2,ft_test_inv_ulvt_test_1,gds_pmos,2.768e-3,,,
2,ft_test_inv_ulvt_test_1,gain_nmos,7.799,,,
2,ft_test_inv_ulvt_test_1,gain_pmos,7.441,,,
2,ft_test_inv_ulvt_test_1,ids,3.141e-3,,,
2,ft_test_inv_ulvt_test_1,gm_id_nmos,5.75,,,
2,ft_test_inv_ulvt_test_1,gm_id_pmos,6.558,,,
Parameters: VDD=1.1,,,,,,
3,ft_test_inv_ulvt_test_1,ft,239.9e9,,,
3,ft_test_inv_ulvt_test_1,cgg_nmos,6.675e-15,,,
3,ft_test_inv_ulvt_test_1,cgg_pmos,8.797e-15,,,
3,ft_test_inv_ulvt_test_1,cgs_nmos,4.467e-15,,,
3,ft_test_inv_ulvt_test_1,cgs_pmos,5.646e-15,,,
