Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: VDS=500m, VGS=300m",,,,,,
1,ft_test_T12_pmos_svt_test_1,ft,68.77e9,,,
1,ft_test_T12_pmos_svt_test_1,cgg,4.985e-15,,,
1,ft_test_T12_pmos_svt_test_1,cgs,2.481e-15,,,
1,ft_test_T12_pmos_svt_test_1,cgd,1.984e-15,,,
1,ft_test_T12_pmos_svt_test_1,vth,310.3e-3,,,
1,ft_test_T12_pmos_svt_test_1,vdsat,92.31e-3,,,
1,ft_test_T12_pmos_svt_test_1,gm,4.67e-3,,,
1,ft_test_T12_pmos_svt_test_1,gds,636.3e-6,,,
1,ft_test_T12_pmos_svt_test_1,gain,7.338,,,
1,ft_test_T12_pmos_svt_test_1,ids,298.3e-6,,,
1,ft_test_T12_pmos_svt_test_1,gm_id,15.66,,,
"Parameters: VDS=500m, VGS=350m",,,,,,
2,ft_test_T12_pmos_svt_test_1,ft,112.9e9,,,
2,ft_test_T12_pmos_svt_test_1,cgg,5.221e-15,,,
2,ft_test_T12_pmos_svt_test_1,cgs,2.725e-15,,,
2,ft_test_T12_pmos_svt_test_1,cgd,2.012e-15,,,
2,ft_test_T12_pmos_svt_test_1,vth,310.5e-3,,,
2,ft_test_T12_pmos_svt_test_1,vdsat,98.18e-3,,,
2,ft_test_T12_pmos_svt_test_1,gm,7.824e-3,,,
2,ft_test_T12_pmos_svt_test_1,gds,1.042e-3,,,
2,ft_test_T12_pmos_svt_test_1,gain,7.508,,,
2,ft_test_T12_pmos_svt_test_1,ids,601.8e-6,,,
2,ft_test_T12_pmos_svt_test_1,gm_id,13,,,
"Parameters: VDS=500m, VGS=400m",,,,,,
3,ft_test_T12_pmos_svt_test_1,ft,154.7e9,,,
3,ft_test_T12_pmos_svt_test_1,cgg,5.692e-15,,,
3,ft_test_T12_pmos_svt_test_1,cgs,3.217e-15,,,
3,ft_test_T12_pmos_svt_test_1,cgd,2.049e-15,,,
3,ft_test_T12_pmos_svt_test_1,vth,310.8e-3,,,
3,ft_test_T12_pmos_svt_test_1,vdsat,107.3e-3,,,
3,ft_test_T12_pmos_svt_test_1,gm,11.21e-3,,,
3,ft_test_T12_pmos_svt_test_1,gds,1.481e-3,,,
3,ft_test_T12_pmos_svt_test_1,gain,7.564,,,
3,ft_test_T12_pmos_svt_test_1,ids,1.063e-3,,,
3,ft_test_T12_pmos_svt_test_1,gm_id,10.54,,,
"Parameters: VDS=500m, VGS=450m",,,,,,
4,ft_test_T12_pmos_svt_test_1,ft,186.6e9,,,
4,ft_test_T12_pmos_svt_test_1,cgg,6.192e-15,,,
4,ft_test_T12_pmos_svt_test_1,cgs,3.725e-15,,,
4,ft_test_T12_pmos_svt_test_1,cgd,2.098e-15,,,
4,ft_test_T12_pmos_svt_test_1,vth,311.2e-3,,,
4,ft_test_T12_pmos_svt_test_1,vdsat,119.4e-3,,,
4,ft_test_T12_pmos_svt_test_1,gm,14.17e-3,,,
4,ft_test_T12_pmos_svt_test_1,gds,1.891e-3,,,
4,ft_test_T12_pmos_svt_test_1,gain,7.491,,,
4,ft_test_T12_pmos_svt_test_1,ids,1.675e-3,,,
4,ft_test_T12_pmos_svt_test_1,gm_id,8.459,,,
"Parameters: VDS=500m, VGS=500m",,,,,,
5,ft_test_T12_pmos_svt_test_1,ft,208.3e9,,,
5,ft_test_T12_pmos_svt_test_1,cgg,6.595e-15,,,
5,ft_test_T12_pmos_svt_test_1,cgs,4.114e-15,,,
5,ft_test_T12_pmos_svt_test_1,cgd,2.156e-15,,,
5,ft_test_T12_pmos_svt_test_1,vth,311.7e-3,,,
5,ft_test_T12_pmos_svt_test_1,vdsat,134.2e-3,,,
5,ft_test_T12_pmos_svt_test_1,gm,16.33e-3,,,
5,ft_test_T12_pmos_svt_test_1,gds,2.242e-3,,,
5,ft_test_T12_pmos_svt_test_1,gain,7.282,,,
5,ft_test_T12_pmos_svt_test_1,ids,2.404e-3,,,
5,ft_test_T12_pmos_svt_test_1,gm_id,6.793,,,
"Parameters: VDS=500m, VGS=550m",,,,,,
6,ft_test_T12_pmos_svt_test_1,ft,218.4e9,,,
6,ft_test_T12_pmos_svt_test_1,cgg,6.917e-15,,,
6,ft_test_T12_pmos_svt_test_1,cgs,4.408e-15,,,
6,ft_test_T12_pmos_svt_test_1,cgd,2.219e-15,,,
6,ft_test_T12_pmos_svt_test_1,vth,312.3e-3,,,
6,ft_test_T12_pmos_svt_test_1,vdsat,151.1e-3,,,
6,ft_test_T12_pmos_svt_test_1,gm,17.63e-3,,,
6,ft_test_T12_pmos_svt_test_1,gds,2.542e-3,,,
6,ft_test_T12_pmos_svt_test_1,gain,6.936,,,
6,ft_test_T12_pmos_svt_test_1,ids,3.21e-3,,,
6,ft_test_T12_pmos_svt_test_1,gm_id,5.492,,,
"Parameters: VDS=500m, VGS=600m",,,,,,
7,ft_test_T12_pmos_svt_test_1,ft,221.1e9,,,
7,ft_test_T12_pmos_svt_test_1,cgg,7.186e-15,,,
7,ft_test_T12_pmos_svt_test_1,cgs,4.641e-15,,,
