Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: VDS=500m, VGS=650m",,,,,,
8,ft_test_T12_nmos_svt_test_1,ft,210.7e9,,,
8,ft_test_T12_nmos_svt_test_1,cgg,6.95e-15,,,
8,ft_test_T12_nmos_svt_test_1,cgs,4.747e-15,,,
8,ft_test_T12_nmos_svt_test_1,cgd,1.972e-15,,,
8,ft_test_T12_nmos_svt_test_1,vth,298.3e-3,,,
8,ft_test_T12_nmos_svt_test_1,vdsat,216.6e-3,,,
8,ft_test_T12_nmos_svt_test_1,gm,17.36e-3,,,
8,ft_test_T12_nmos_svt_test_1,gds,2.084e-3,,,
8,ft_test_T12_nmos_svt_test_1,gain,8.331,,,
8,ft_test_T12_nmos_svt_test_1,ids,3.889e-3,,,
8,ft_test_T12_nmos_svt_test_1,gm_id,4.465,,,
"Parameters: VDS=500m, VGS=700m",,,,,,
9,ft_test_T12_nmos_svt_test_1,ft,210e9,,,
9,ft_test_T12_nmos_svt_test_1,cgg,7.172e-15,,,
9,ft_test_T12_nmos_svt_test_1,cgs,4.911e-15,,,
9,ft_test_T12_nmos_svt_test_1,cgd,2.053e-15,,,
9,ft_test_T12_nmos_svt_test_1,vth,298.8e-3,,,
9,ft_test_T12_nmos_svt_test_1,vdsat,237.1e-3,,,
9,ft_test_T12_nmos_svt_test_1,gm,17.61e-3,,,
9,ft_test_T12_nmos_svt_test_1,gds,2.495e-3,,,
9,ft_test_T12_nmos_svt_test_1,gain,7.059,,,
9,ft_test_T12_nmos_svt_test_1,ids,4.71e-3,,,
9,ft_test_T12_nmos_svt_test_1,gm_id,3.739,,,
"Parameters: VDS=500m, VGS=750m",,,,,,
10,ft_test_T12_nmos_svt_test_1,ft,205.8e9,,,
10,ft_test_T12_nmos_svt_test_1,cgg,7.371e-15,,,
10,ft_test_T12_nmos_svt_test_1,cgs,5.043e-15,,,
10,ft_test_T12_nmos_svt_test_1,cgd,2.141e-15,,,
10,ft_test_T12_nmos_svt_test_1,vth,299.4e-3,,,
10,ft_test_T12_nmos_svt_test_1,vdsat,258.4e-3,,,
10,ft_test_T12_nmos_svt_test_1,gm,17.51e-3,,,
10,ft_test_T12_nmos_svt_test_1,gds,2.984e-3,,,
10,ft_test_T12_nmos_svt_test_1,gain,5.87,,,
10,ft_test_T12_nmos_svt_test_1,ids,5.532e-3,,,
10,ft_test_T12_nmos_svt_test_1,gm_id,3.166,,,
"Parameters: VDS=500m, VGS=800m",,,,,,
11,ft_test_T12_nmos_svt_test_1,ft,198.9e9,,,
11,ft_test_T12_nmos_svt_test_1,cgg,7.549e-15,,,
11,ft_test_T12_nmos_svt_test_1,cgs,5.145e-15,,,
11,ft_test_T12_nmos_svt_test_1,cgd,2.236e-15,,,
11,ft_test_T12_nmos_svt_test_1,vth,299.9e-3,,,
11,ft_test_T12_nmos_svt_test_1,vdsat,280.6e-3,,,
11,ft_test_T12_nmos_svt_test_1,gm,17.17e-3,,,
11,ft_test_T12_nmos_svt_test_1,gds,3.56e-3,,,
11,ft_test_T12_nmos_svt_test_1,gain,4.824,,,
11,ft_test_T12_nmos_svt_test_1,ids,6.341e-3,,,
11,ft_test_T12_nmos_svt_test_1,gm_id,2.708,,,
"Parameters: VDS=500m, VGS=850m",,,,,,
12,ft_test_T12_nmos_svt_test_1,ft,190e9,,,
12,ft_test_T12_nmos_svt_test_1,cgg,7.708e-15,,,
12,ft_test_T12_nmos_svt_test_1,cgs,5.221e-15,,,
12,ft_test_T12_nmos_svt_test_1,cgd,2.337e-15,,,
12,ft_test_T12_nmos_svt_test_1,vth,300.4e-3,,,
12,ft_test_T12_nmos_svt_test_1,vdsat,303.6e-3,,,
12,ft_test_T12_nmos_svt_test_1,gm,16.66e-3,,,
12,ft_test_T12_nmos_svt_test_1,gds,4.223e-3,,,
12,ft_test_T12_nmos_svt_test_1,gain,3.944,,,
12,ft_test_T12_nmos_svt_test_1,ids,7.127e-3,,,
12,ft_test_T12_nmos_svt_test_1,gm_id,2.337,,,
"Parameters: VDS=500m, VGS=900m",,,,,,
13,ft_test_T12_nmos_svt_test_1,ft,180.7e9,,,
13,ft_test_T12_nmos_svt_test_1,cgg,7.849e-15,,,
13,ft_test_T12_nmos_svt_test_1,cgs,5.273e-15,,,
13,ft_test_T12_nmos_svt_test_1,cgd,2.441e-15,,,
13,ft_test_T12_nmos_svt_test_1,vth,300.9e-3,,,
13,ft_test_T12_nmos_svt_test_1,vdsat,327.2e-3,,,
13,ft_test_T12_nmos_svt_test_1,gm,16.04e-3,,,
13,ft_test_T12_nmos_svt_test_1,gds,4.967e-3,,,
13,ft_test_T12_nmos_svt_test_1,gain,3.229,,,
13,ft_test_T12_nmos_svt_test_1,ids,7.885e-3,,,
13,ft_test_T12_nmos_svt_test_1,gm_id,2.034,,,
"Parameters: VDS=600m, VGS=300m",,,,,,
14,ft_test_T12_nmos_svt_test_1,ft,41.6e9,,,
14,ft_test_T12_nmos_svt_test_1,cgg,4.323e-15,,,
14,ft_test_T12_nmos_svt_test_1,cgs,2.242e-15,,,
14,ft_test_T12_nmos_svt_test_1,cgd,1.569e-15,,,
14,ft_test_T12_nmos_svt_test_1,vth,288.2e-3,,,
14,ft_test_T12_nmos_svt_test_1,vdsat,117.7e-3,,,
14,ft_test_T12_nmos_svt_test_1,gm,2.726e-3,,,
14,ft_test_T12_nmos_svt_test_1,gds,209.1e-6,,,
14,ft_test_T12_nmos_svt_test_1,gain,13.04,,,
14,ft_test_T12_nmos_svt_test_1,ids,143.8e-6,,,
14,ft_test_T12_nmos_svt_test_1,gm_id,18.96,,,
"Parameters: VDS=600m, VGS=350m",,,,,,
15,ft_test_T12_nmos_svt_test_1,ft,76.82e9,,,
15,ft_test_T12_nmos_svt_test_1,cgg,4.754e-15,,,
15,ft_test_T12_nmos_svt_test_1,cgs,2.704e-15,,,
15,ft_test_T12_nmos_svt_test_1,cgd,1.59e-15,,,
15,ft_test_T12_nmos_svt_test_1,vth,288.4e-3,,,
15,ft_test_T12_nmos_svt_test_1,vdsat,124.6e-3,,,
15,ft_test_T12_nmos_svt_test_1,gm,5.231e-3,,,
15,ft_test_T12_nmos_svt_test_1,gds,395.8e-6,,,
15,ft_test_T12_nmos_svt_test_1,gain,13.22,,,
15,ft_test_T12_nmos_svt_test_1,ids,336.6e-6,,,
15,ft_test_T12_nmos_svt_test_1,gm_id,15.54,,,
"Parameters: VDS=600m, VGS=400m",,,,,,
16,ft_test_T12_nmos_svt_test_1,ft,116.2e9,,,
16,ft_test_T12_nmos_svt_test_1,cgg,5.232e-15,,,
16,ft_test_T12_nmos_svt_test_1,cgs,3.201e-15,,,
16,ft_test_T12_nmos_svt_test_1,cgd,1.621e-15,,,
16,ft_test_T12_nmos_svt_test_1,vth,288.6e-3,,,
16,ft_test_T12_nmos_svt_test_1,vdsat,135.6e-3,,,
16,ft_test_T12_nmos_svt_test_1,gm,8.286e-3,,,
16,ft_test_T12_nmos_svt_test_1,gds,627.4e-6,,,
16,ft_test_T12_nmos_svt_test_1,gain,13.21,,,
16,ft_test_T12_nmos_svt_test_1,ids,665.7e-6,,,
16,ft_test_T12_nmos_svt_test_1,gm_id,12.45,,,
"Parameters: VDS=600m, VGS=450m",,,,,,
17,ft_test_T12_nmos_svt_test_1,ft,153.1e9,,,
17,ft_test_T12_nmos_svt_test_1,cgg,5.648e-15,,,
17,ft_test_T12_nmos_svt_test_1,cgs,3.618e-15,,,
17,ft_test_T12_nmos_svt_test_1,cgd,1.662e-15,,,
17,ft_test_T12_nmos_svt_test_1,vth,288.9e-3,,,
17,ft_test_T12_nmos_svt_test_1,vdsat,149.2e-3,,,
17,ft_test_T12_nmos_svt_test_1,gm,11.32e-3,,,
17,ft_test_T12_nmos_svt_test_1,gds,871.5e-6,,,
17,ft_test_T12_nmos_svt_test_1,gain,12.99,,,
17,ft_test_T12_nmos_svt_test_1,ids,1.141e-3,,,
17,ft_test_T12_nmos_svt_test_1,gm_id,9.925,,,
"Parameters: VDS=600m, VGS=500m",,,,,,
18,ft_test_T12_nmos_svt_test_1,ft,182.1e9,,,
18,ft_test_T12_nmos_svt_test_1,cgg,6e-15,,,
18,ft_test_T12_nmos_svt_test_1,cgs,3.957e-15,,,
18,ft_test_T12_nmos_svt_test_1,cgd,1.712e-15,,,
18,ft_test_T12_nmos_svt_test_1,vth,289.3e-3,,,
18,ft_test_T12_nmos_svt_test_1,vdsat,164.7e-3,,,
18,ft_test_T12_nmos_svt_test_1,gm,13.91e-3,,,
18,ft_test_T12_nmos_svt_test_1,gds,1.108e-3,,,
18,ft_test_T12_nmos_svt_test_1,gain,12.56,,,
18,ft_test_T12_nmos_svt_test_1,ids,1.747e-3,,,
18,ft_test_T12_nmos_svt_test_1,gm_id,7.961,,,
"Parameters: VDS=600m, VGS=550m",,,,,,
19,ft_test_T12_nmos_svt_test_1,ft,202.8e9,,,
19,ft_test_T12_nmos_svt_test_1,cgg,6.304e-15,,,
19,ft_test_T12_nmos_svt_test_1,cgs,4.238e-15,,,
19,ft_test_T12_nmos_svt_test_1,cgd,1.767e-15,,,
19,ft_test_T12_nmos_svt_test_1,vth,289.7e-3,,,
19,ft_test_T12_nmos_svt_test_1,vdsat,181.7e-3,,,
19,ft_test_T12_nmos_svt_test_1,gm,15.86e-3,,,
19,ft_test_T12_nmos_svt_test_1,gds,1.332e-3,,,
19,ft_test_T12_nmos_svt_test_1,gain,11.91,,,
19,ft_test_T12_nmos_svt_test_1,ids,2.457e-3,,,
19,ft_test_T12_nmos_svt_test_1,gm_id,6.455,,,
"Parameters: VDS=600m, VGS=600m",,,,,,
20,ft_test_T12_nmos_svt_test_1,ft,214.3e9,,,
20,ft_test_T12_nmos_svt_test_1,cgg,6.572e-15,,,
20,ft_test_T12_nmos_svt_test_1,cgs,4.473e-15,,,
20,ft_test_T12_nmos_svt_test_1,cgd,1.827e-15,,,
20,ft_test_T12_nmos_svt_test_1,vth,290.3e-3,,,
20,ft_test_T12_nmos_svt_test_1,vdsat,200e-3,,,
20,ft_test_T12_nmos_svt_test_1,gm,17.18e-3,,,
20,ft_test_T12_nmos_svt_test_1,gds,1.553e-3,,,
20,ft_test_T12_nmos_svt_test_1,gain,11.07,,,
20,ft_test_T12_nmos_svt_test_1,ids,3.24e-3,,,
20,ft_test_T12_nmos_svt_test_1,gm_id,5.302,,,
"Parameters: VDS=600m, VGS=650m",,,,,,
21,ft_test_T12_nmos_svt_test_1,ft,219.6e9,,,
21,ft_test_T12_nmos_svt_test_1,cgg,6.809e-15,,,
21,ft_test_T12_nmos_svt_test_1,cgs,4.671e-15,,,
21,ft_test_T12_nmos_svt_test_1,cgd,1.891e-15,,,
21,ft_test_T12_nmos_svt_test_1,vth,290.8e-3,,,
21,ft_test_T12_nmos_svt_test_1,vdsat,219.4e-3,,,
21,ft_test_T12_nmos_svt_test_1,gm,17.95e-3,,,
21,ft_test_T12_nmos_svt_test_1,gds,1.784e-3,,,
21,ft_test_T12_nmos_svt_test_1,gain,10.06,,,
21,ft_test_T12_nmos_svt_test_1,ids,4.069e-3,,,
21,ft_test_T12_nmos_svt_test_1,gm_id,4.412,,,
"Parameters: VDS=600m, VGS=700m",,,,,,
22,ft_test_T12_nmos_svt_test_1,ft,220.3e9,,,
22,ft_test_T12_nmos_svt_test_1,cgg,7.021e-15,,,
22,ft_test_T12_nmos_svt_test_1,cgs,4.839e-15,,,
22,ft_test_T12_nmos_svt_test_1,cgd,1.959e-15,,,
22,ft_test_T12_nmos_svt_test_1,vth,291.4e-3,,,
22,ft_test_T12_nmos_svt_test_1,vdsat,239.8e-3,,,
22,ft_test_T12_nmos_svt_test_1,gm,18.29e-3,,,
22,ft_test_T12_nmos_svt_test_1,gds,2.042e-3,,,
22,ft_test_T12_nmos_svt_test_1,gain,8.957,,,
22,ft_test_T12_nmos_svt_test_1,ids,4.92e-3,,,
22,ft_test_T12_nmos_svt_test_1,gm_id,3.718,,,
"Parameters: VDS=600m, VGS=750m",,,,,,
23,ft_test_T12_nmos_svt_test_1,ft,217.2e9,,,
23,ft_test_T12_nmos_svt_test_1,cgg,7.211e-15,,,
23,ft_test_T12_nmos_svt_test_1,cgs,4.978e-15,,,
23,ft_test_T12_nmos_svt_test_1,cgd,2.03e-15,,,
23,ft_test_T12_nmos_svt_test_1,vth,291.9e-3,,,
23,ft_test_T12_nmos_svt_test_1,vdsat,261.2e-3,,,
23,ft_test_T12_nmos_svt_test_1,gm,18.31e-3,,,
23,ft_test_T12_nmos_svt_test_1,gds,2.34e-3,,,
23,ft_test_T12_nmos_svt_test_1,gain,7.822,,,
23,ft_test_T12_nmos_svt_test_1,ids,5.777e-3,,,
23,ft_test_T12_nmos_svt_test_1,gm_id,3.169,,,
"Parameters: VDS=600m, VGS=800m",,,,,,
24,ft_test_T12_nmos_svt_test_1,ft,212.2e9,,,
24,ft_test_T12_nmos_svt_test_1,cgg,7.381e-15,,,
24,ft_test_T12_nmos_svt_test_1,cgs,5.093e-15,,,
24,ft_test_T12_nmos_svt_test_1,cgd,2.105e-15,,,
24,ft_test_T12_nmos_svt_test_1,vth,292.5e-3,,,
24,ft_test_T12_nmos_svt_test_1,vdsat,283.4e-3,,,
24,ft_test_T12_nmos_svt_test_1,gm,18.09e-3,,,
24,ft_test_T12_nmos_svt_test_1,gds,2.69e-3,,,
24,ft_test_T12_nmos_svt_test_1,gain,6.724,,,
24,ft_test_T12_nmos_svt_test_1,ids,6.628e-3,,,
24,ft_test_T12_nmos_svt_test_1,gm_id,2.729,,,
"Parameters: VDS=600m, VGS=850m",,,,,,
25,ft_test_T12_nmos_svt_test_1,ft,205.6e9,,,
25,ft_test_T12_nmos_svt_test_1,cgg,7.534e-15,,,
25,ft_test_T12_nmos_svt_test_1,cgs,5.184e-15,,,
25,ft_test_T12_nmos_svt_test_1,cgd,2.184e-15,,,
25,ft_test_T12_nmos_svt_test_1,vth,293e-3,,,
25,ft_test_T12_nmos_svt_test_1,vdsat,306.4e-3,,,
25,ft_test_T12_nmos_svt_test_1,gm,17.7e-3,,,
25,ft_test_T12_nmos_svt_test_1,gds,3.097e-3,,,
25,ft_test_T12_nmos_svt_test_1,gain,5.714,,,
25,ft_test_T12_nmos_svt_test_1,ids,7.463e-3,,,
25,ft_test_T12_nmos_svt_test_1,gm_id,2.371,,,
"Parameters: VDS=600m, VGS=900m",,,,,,
26,ft_test_T12_nmos_svt_test_1,ft,197.6e9,,,
26,ft_test_T12_nmos_svt_test_1,cgg,7.671e-15,,,
26,ft_test_T12_nmos_svt_test_1,cgs,5.254e-15,,,
26,ft_test_T12_nmos_svt_test_1,cgd,2.266e-15,,,
26,ft_test_T12_nmos_svt_test_1,vth,293.6e-3,,,
26,ft_test_T12_nmos_svt_test_1,vdsat,329.9e-3,,,
26,ft_test_T12_nmos_svt_test_1,gm,17.19e-3,,,
26,ft_test_T12_nmos_svt_test_1,gds,3.563e-3,,,
26,ft_test_T12_nmos_svt_test_1,gain,4.825,,,
26,ft_test_T12_nmos_svt_test_1,ids,8.275e-3,,,
26,ft_test_T12_nmos_svt_test_1,gm_id,2.078,,,
"Parameters: VDS=700m, VGS=300m",,,,,,
27,ft_test_T12_nmos_svt_test_1,ft,46.52e9,,,
27,ft_test_T12_nmos_svt_test_1,cgg,4.294e-15,,,
27,ft_test_T12_nmos_svt_test_1,cgs,2.236e-15,,,
27,ft_test_T12_nmos_svt_test_1,cgd,1.541e-15,,,
27,ft_test_T12_nmos_svt_test_1,vth,280.7e-3,,,
27,ft_test_T12_nmos_svt_test_1,vdsat,118.9e-3,,,
27,ft_test_T12_nmos_svt_test_1,gm,3.043e-3,,,
27,ft_test_T12_nmos_svt_test_1,gds,230.5e-6,,,
27,ft_test_T12_nmos_svt_test_1,gain,13.2,,,
27,ft_test_T12_nmos_svt_test_1,ids,165.5e-6,,,
27,ft_test_T12_nmos_svt_test_1,gm_id,18.38,,,
"Parameters: VDS=700m, VGS=350m",,,,,,
28,ft_test_T12_nmos_svt_test_1,ft,83.08e9,,,
28,ft_test_T12_nmos_svt_test_1,cgg,4.708e-15,,,
28,ft_test_T12_nmos_svt_test_1,cgs,2.683e-15,,,
28,ft_test_T12_nmos_svt_test_1,cgd,1.557e-15,,,
28,ft_test_T12_nmos_svt_test_1,vth,280.8e-3,,,
28,ft_test_T12_nmos_svt_test_1,vdsat,126.4e-3,,,
28,ft_test_T12_nmos_svt_test_1,gm,5.661e-3,,,
28,ft_test_T12_nmos_svt_test_1,gds,422.2e-6,,,
28,ft_test_T12_nmos_svt_test_1,gain,13.41,,,
28,ft_test_T12_nmos_svt_test_1,ids,376.7e-6,,,
28,ft_test_T12_nmos_svt_test_1,gm_id,15.03,,,
"Parameters: VDS=700m, VGS=400m",,,,,,
29,ft_test_T12_nmos_svt_test_1,ft,123.7e9,,,
29,ft_test_T12_nmos_svt_test_1,cgg,5.165e-15,,,
29,ft_test_T12_nmos_svt_test_1,cgs,3.164e-15,,,
29,ft_test_T12_nmos_svt_test_1,cgd,1.582e-15,,,
29,ft_test_T12_nmos_svt_test_1,vth,281e-3,,,
29,ft_test_T12_nmos_svt_test_1,vdsat,137.7e-3,,,
29,ft_test_T12_nmos_svt_test_1,gm,8.763e-3,,,
29,ft_test_T12_nmos_svt_test_1,gds,650.6e-6,,,
29,ft_test_T12_nmos_svt_test_1,gain,13.47,,,
29,ft_test_T12_nmos_svt_test_1,ids,727.7e-6,,,
29,ft_test_T12_nmos_svt_test_1,gm_id,12.04,,,
"Parameters: VDS=700m, VGS=450m",,,,,,
30,ft_test_T12_nmos_svt_test_1,ft,160e9,,,
30,ft_test_T12_nmos_svt_test_1,cgg,5.563e-15,,,
30,ft_test_T12_nmos_svt_test_1,cgs,3.57e-15,,,
30,ft_test_T12_nmos_svt_test_1,cgd,1.615e-15,,,
30,ft_test_T12_nmos_svt_test_1,vth,281.4e-3,,,
30,ft_test_T12_nmos_svt_test_1,vdsat,151.5e-3,,,
30,ft_test_T12_nmos_svt_test_1,gm,11.79e-3,,,
30,ft_test_T12_nmos_svt_test_1,gds,882.2e-6,,,
30,ft_test_T12_nmos_svt_test_1,gain,13.36,,,
30,ft_test_T12_nmos_svt_test_1,ids,1.225e-3,,,
30,ft_test_T12_nmos_svt_test_1,gm_id,9.621,,,
"Parameters: VDS=700m, VGS=500m",,,,,,
31,ft_test_T12_nmos_svt_test_1,ft,188.9e9,,,
31,ft_test_T12_nmos_svt_test_1,cgg,5.9e-15,,,
31,ft_test_T12_nmos_svt_test_1,cgs,3.901e-15,,,
31,ft_test_T12_nmos_svt_test_1,cgd,1.657e-15,,,
31,ft_test_T12_nmos_svt_test_1,vth,281.8e-3,,,
31,ft_test_T12_nmos_svt_test_1,vdsat,167.2e-3,,,
31,ft_test_T12_nmos_svt_test_1,gm,14.34e-3,,,
31,ft_test_T12_nmos_svt_test_1,gds,1.096e-3,,,
31,ft_test_T12_nmos_svt_test_1,gain,13.08,,,
31,ft_test_T12_nmos_svt_test_1,ids,1.852e-3,,,
31,ft_test_T12_nmos_svt_test_1,gm_id,7.741,,,
"Parameters: VDS=700m, VGS=550m",,,,,,
32,ft_test_T12_nmos_svt_test_1,ft,209.2e9,,,
32,ft_test_T12_nmos_svt_test_1,cgg,6.193e-15,,,
32,ft_test_T12_nmos_svt_test_1,cgs,4.176e-15,,,
32,ft_test_T12_nmos_svt_test_1,cgd,1.706e-15,,,
32,ft_test_T12_nmos_svt_test_1,vth,282.3e-3,,,
32,ft_test_T12_nmos_svt_test_1,vdsat,184.3e-3,,,
32,ft_test_T12_nmos_svt_test_1,gm,16.26e-3,,,
32,ft_test_T12_nmos_svt_test_1,gds,1.287e-3,,,
32,ft_test_T12_nmos_svt_test_1,gain,12.63,,,
32,ft_test_T12_nmos_svt_test_1,ids,2.581e-3,,,
32,ft_test_T12_nmos_svt_test_1,gm_id,6.299,,,
"Parameters: VDS=700m, VGS=600m",,,,,,
33,ft_test_T12_nmos_svt_test_1,ft,220.8e9,,,
33,ft_test_T12_nmos_svt_test_1,cgg,6.452e-15,,,
33,ft_test_T12_nmos_svt_test_1,cgs,4.408e-15,,,
33,ft_test_T12_nmos_svt_test_1,cgd,1.761e-15,,,
33,ft_test_T12_nmos_svt_test_1,vth,282.8e-3,,,
33,ft_test_T12_nmos_svt_test_1,vdsat,202.7e-3,,,
33,ft_test_T12_nmos_svt_test_1,gm,17.56e-3,,,
33,ft_test_T12_nmos_svt_test_1,gds,1.463e-3,,,
33,ft_test_T12_nmos_svt_test_1,gain,12.01,,,
33,ft_test_T12_nmos_svt_test_1,ids,3.382e-3,,,
33,ft_test_T12_nmos_svt_test_1,gm_id,5.194,,,
"Parameters: VDS=700m, VGS=650m",,,,,,
34,ft_test_T12_nmos_svt_test_1,ft,227e9,,,
34,ft_test_T12_nmos_svt_test_1,cgg,6.684e-15,,,
34,ft_test_T12_nmos_svt_test_1,cgs,4.605e-15,,,
34,ft_test_T12_nmos_svt_test_1,cgd,1.819e-15,,,
34,ft_test_T12_nmos_svt_test_1,vth,283.3e-3,,,
34,ft_test_T12_nmos_svt_test_1,vdsat,222.2e-3,,,
34,ft_test_T12_nmos_svt_test_1,gm,18.35e-3,,,
34,ft_test_T12_nmos_svt_test_1,gds,1.633e-3,,,
34,ft_test_T12_nmos_svt_test_1,gain,11.24,,,
34,ft_test_T12_nmos_svt_test_1,ids,4.228e-3,,,
34,ft_test_T12_nmos_svt_test_1,gm_id,4.34,,,
"Parameters: VDS=700m, VGS=700m",,,,,,
35,ft_test_T12_nmos_svt_test_1,ft,228.2e9,,,
35,ft_test_T12_nmos_svt_test_1,cgg,6.891e-15,,,
35,ft_test_T12_nmos_svt_test_1,cgs,4.774e-15,,,
35,ft_test_T12_nmos_svt_test_1,cgd,1.881e-15,,,
35,ft_test_T12_nmos_svt_test_1,vth,283.9e-3,,,
35,ft_test_T12_nmos_svt_test_1,vdsat,242.7e-3,,,
35,ft_test_T12_nmos_svt_test_1,gm,18.73e-3,,,
35,ft_test_T12_nmos_svt_test_1,gds,1.811e-3,,,
35,ft_test_T12_nmos_svt_test_1,gain,10.34,,,
