Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
11,ft_test_T12_nmos_svt_test_1,gain,5.336,,,
11,ft_test_T12_nmos_svt_test_1,ids,9.445e-3,,,
11,ft_test_T12_nmos_svt_test_1,gm_id,2.389,,,
"Parameters: VDS=600m, VGS=300m",,,,,,
12,ft_test_T12_nmos_svt_test_1,ft,158e9,,,
12,ft_test_T12_nmos_svt_test_1,cgg,4.127e-15,,,
12,ft_test_T12_nmos_svt_test_1,cgs,2.897e-15,,,
12,ft_test_T12_nmos_svt_test_1,cgd,1.129e-15,,,
12,ft_test_T12_nmos_svt_test_1,vth,282e-3,,,
12,ft_test_T12_nmos_svt_test_1,vdsat,114.3e-3,,,
12,ft_test_T12_nmos_svt_test_1,gm,9.754e-3,,,
12,ft_test_T12_nmos_svt_test_1,gds,219.4e-6,,,
12,ft_test_T12_nmos_svt_test_1,gain,44.46,,,
12,ft_test_T12_nmos_svt_test_1,ids,580.3e-6,,,
12,ft_test_T12_nmos_svt_test_1,gm_id,16.81,,,
"Parameters: VDS=600m, VGS=350m",,,,,,
13,ft_test_T12_nmos_svt_test_1,ft,223.5e9,,,
13,ft_test_T12_nmos_svt_test_1,cgg,4.651e-15,,,
13,ft_test_T12_nmos_svt_test_1,cgs,3.385e-15,,,
13,ft_test_T12_nmos_svt_test_1,cgd,1.165e-15,,,
13,ft_test_T12_nmos_svt_test_1,vth,281.4e-3,,,
13,ft_test_T12_nmos_svt_test_1,vdsat,129.2e-3,,,
13,ft_test_T12_nmos_svt_test_1,gm,14.49e-3,,,
13,ft_test_T12_nmos_svt_test_1,gds,363.1e-6,,,
13,ft_test_T12_nmos_svt_test_1,gain,39.91,,,
13,ft_test_T12_nmos_svt_test_1,ids,1.162e-3,,,
13,ft_test_T12_nmos_svt_test_1,gm_id,12.47,,,
"Parameters: VDS=600m, VGS=400m",,,,,,
14,ft_test_T12_nmos_svt_test_1,ft,264.1e9,,,
14,ft_test_T12_nmos_svt_test_1,cgg,5.123e-15,,,
14,ft_test_T12_nmos_svt_test_1,cgs,3.821e-15,,,
14,ft_test_T12_nmos_svt_test_1,cgd,1.201e-15,,,
14,ft_test_T12_nmos_svt_test_1,vth,280.6e-3,,,
14,ft_test_T12_nmos_svt_test_1,vdsat,143.2e-3,,,
14,ft_test_T12_nmos_svt_test_1,gm,17.86e-3,,,
14,ft_test_T12_nmos_svt_test_1,gds,518.1e-6,,,
14,ft_test_T12_nmos_svt_test_1,gain,34.47,,,
14,ft_test_T12_nmos_svt_test_1,ids,1.92e-3,,,
14,ft_test_T12_nmos_svt_test_1,gm_id,9.301,,,
"Parameters: VDS=600m, VGS=450m",,,,,,
15,ft_test_T12_nmos_svt_test_1,ft,286.2e9,,,
15,ft_test_T12_nmos_svt_test_1,cgg,5.512e-15,,,
15,ft_test_T12_nmos_svt_test_1,cgs,4.173e-15,,,
15,ft_test_T12_nmos_svt_test_1,cgd,1.238e-15,,,
15,ft_test_T12_nmos_svt_test_1,vth,279.7e-3,,,
15,ft_test_T12_nmos_svt_test_1,vdsat,156.3e-3,,,
15,ft_test_T12_nmos_svt_test_1,gm,20.12e-3,,,
15,ft_test_T12_nmos_svt_test_1,gds,686.8e-6,,,
15,ft_test_T12_nmos_svt_test_1,gain,29.29,,,
15,ft_test_T12_nmos_svt_test_1,ids,2.789e-3,,,
15,ft_test_T12_nmos_svt_test_1,gm_id,7.212,,,
"Parameters: VDS=600m, VGS=500m",,,,,,
16,ft_test_T12_nmos_svt_test_1,ft,301.4e9,,,
16,ft_test_T12_nmos_svt_test_1,cgg,5.825e-15,,,
16,ft_test_T12_nmos_svt_test_1,cgs,4.443e-15,,,
16,ft_test_T12_nmos_svt_test_1,cgd,1.28e-15,,,
16,ft_test_T12_nmos_svt_test_1,vth,278.7e-3,,,
16,ft_test_T12_nmos_svt_test_1,vdsat,168.8e-3,,,
16,ft_test_T12_nmos_svt_test_1,gm,21.69e-3,,,
16,ft_test_T12_nmos_svt_test_1,gds,878.4e-6,,,
16,ft_test_T12_nmos_svt_test_1,gain,24.69,,,
16,ft_test_T12_nmos_svt_test_1,ids,3.728e-3,,,
16,ft_test_T12_nmos_svt_test_1,gm_id,5.817,,,
"Parameters: VDS=600m, VGS=550m",,,,,,
17,ft_test_T12_nmos_svt_test_1,ft,309.1e9,,,
17,ft_test_T12_nmos_svt_test_1,cgg,6.082e-15,,,
17,ft_test_T12_nmos_svt_test_1,cgs,4.651e-15,,,
17,ft_test_T12_nmos_svt_test_1,cgd,1.33e-15,,,
17,ft_test_T12_nmos_svt_test_1,vth,277.6e-3,,,
17,ft_test_T12_nmos_svt_test_1,vdsat,180.8e-3,,,
17,ft_test_T12_nmos_svt_test_1,gm,22.73e-3,,,
17,ft_test_T12_nmos_svt_test_1,gds,1.1e-3,,,
17,ft_test_T12_nmos_svt_test_1,gain,20.67,,,
17,ft_test_T12_nmos_svt_test_1,ids,4.708e-3,,,
17,ft_test_T12_nmos_svt_test_1,gm_id,4.828,,,
"Parameters: VDS=600m, VGS=600m",,,,,,
18,ft_test_T12_nmos_svt_test_1,ft,311.3e9,,,
18,ft_test_T12_nmos_svt_test_1,cgg,6.303e-15,,,
18,ft_test_T12_nmos_svt_test_1,cgs,4.812e-15,,,
18,ft_test_T12_nmos_svt_test_1,cgd,1.389e-15,,,
18,ft_test_T12_nmos_svt_test_1,vth,276.5e-3,,,
18,ft_test_T12_nmos_svt_test_1,vdsat,192.6e-3,,,
18,ft_test_T12_nmos_svt_test_1,gm,23.36e-3,,,
18,ft_test_T12_nmos_svt_test_1,gds,1.357e-3,,,
18,ft_test_T12_nmos_svt_test_1,gain,17.21,,,
18,ft_test_T12_nmos_svt_test_1,ids,5.71e-3,,,
18,ft_test_T12_nmos_svt_test_1,gm_id,4.091,,,
"Parameters: VDS=600m, VGS=650m",,,,,,
19,ft_test_T12_nmos_svt_test_1,ft,309.4e9,,,
19,ft_test_T12_nmos_svt_test_1,cgg,6.502e-15,,,
19,ft_test_T12_nmos_svt_test_1,cgs,4.941e-15,,,
19,ft_test_T12_nmos_svt_test_1,cgd,1.46e-15,,,
19,ft_test_T12_nmos_svt_test_1,vth,275.3e-3,,,
19,ft_test_T12_nmos_svt_test_1,vdsat,204.3e-3,,,
19,ft_test_T12_nmos_svt_test_1,gm,23.64e-3,,,
19,ft_test_T12_nmos_svt_test_1,gds,1.655e-3,,,
19,ft_test_T12_nmos_svt_test_1,gain,14.28,,,
19,ft_test_T12_nmos_svt_test_1,ids,6.715e-3,,,
19,ft_test_T12_nmos_svt_test_1,gm_id,3.52,,,
"Parameters: VDS=600m, VGS=700m",,,,,,
20,ft_test_T12_nmos_svt_test_1,ft,303.9e9,,,
20,ft_test_T12_nmos_svt_test_1,cgg,6.689e-15,,,
20,ft_test_T12_nmos_svt_test_1,cgs,5.045e-15,,,
20,ft_test_T12_nmos_svt_test_1,cgd,1.542e-15,,,
20,ft_test_T12_nmos_svt_test_1,vth,274.1e-3,,,
20,ft_test_T12_nmos_svt_test_1,vdsat,216e-3,,,
20,ft_test_T12_nmos_svt_test_1,gm,23.64e-3,,,
20,ft_test_T12_nmos_svt_test_1,gds,1.999e-3,,,
20,ft_test_T12_nmos_svt_test_1,gain,11.83,,,
20,ft_test_T12_nmos_svt_test_1,ids,7.713e-3,,,
20,ft_test_T12_nmos_svt_test_1,gm_id,3.065,,,
"Parameters: VDS=600m, VGS=750m",,,,,,
21,ft_test_T12_nmos_svt_test_1,ft,295.5e9,,,
21,ft_test_T12_nmos_svt_test_1,cgg,6.866e-15,,,
21,ft_test_T12_nmos_svt_test_1,cgs,5.131e-15,,,
21,ft_test_T12_nmos_svt_test_1,cgd,1.633e-15,,,
21,ft_test_T12_nmos_svt_test_1,vth,273e-3,,,
21,ft_test_T12_nmos_svt_test_1,vdsat,227.7e-3,,,
21,ft_test_T12_nmos_svt_test_1,gm,23.41e-3,,,
21,ft_test_T12_nmos_svt_test_1,gds,2.392e-3,,,
21,ft_test_T12_nmos_svt_test_1,gain,9.789,,,
21,ft_test_T12_nmos_svt_test_1,ids,8.692e-3,,,
21,ft_test_T12_nmos_svt_test_1,gm_id,2.693,,,
"Parameters: VDS=600m, VGS=800m",,,,,,
22,ft_test_T12_nmos_svt_test_1,ft,285.1e9,,,
22,ft_test_T12_nmos_svt_test_1,cgg,7.033e-15,,,
22,ft_test_T12_nmos_svt_test_1,cgs,5.202e-15,,,
22,ft_test_T12_nmos_svt_test_1,cgd,1.73e-15,,,
22,ft_test_T12_nmos_svt_test_1,vth,271.9e-3,,,
22,ft_test_T12_nmos_svt_test_1,vdsat,239.4e-3,,,
22,ft_test_T12_nmos_svt_test_1,gm,23e-3,,,
22,ft_test_T12_nmos_svt_test_1,gds,2.837e-3,,,
22,ft_test_T12_nmos_svt_test_1,gain,8.108,,,
22,ft_test_T12_nmos_svt_test_1,ids,9.646e-3,,,
22,ft_test_T12_nmos_svt_test_1,gm_id,2.385,,,
"Parameters: VDS=700m, VGS=300m",,,,,,
23,ft_test_T12_nmos_svt_test_1,ft,163e9,,,
23,ft_test_T12_nmos_svt_test_1,cgg,4.07e-15,,,
23,ft_test_T12_nmos_svt_test_1,cgs,2.893e-15,,,
23,ft_test_T12_nmos_svt_test_1,cgd,1.075e-15,,,
23,ft_test_T12_nmos_svt_test_1,vth,280.4e-3,,,
23,ft_test_T12_nmos_svt_test_1,vdsat,115e-3,,,
23,ft_test_T12_nmos_svt_test_1,gm,10.02e-3,,,
23,ft_test_T12_nmos_svt_test_1,gds,214.6e-6,,,
23,ft_test_T12_nmos_svt_test_1,gain,46.68,,,
23,ft_test_T12_nmos_svt_test_1,ids,603.4e-6,,,
23,ft_test_T12_nmos_svt_test_1,gm_id,16.6,,,
"Parameters: VDS=700m, VGS=350m",,,,,,
24,ft_test_T12_nmos_svt_test_1,ft,228.7e9,,,
24,ft_test_T12_nmos_svt_test_1,cgg,4.597e-15,,,
24,ft_test_T12_nmos_svt_test_1,cgs,3.394e-15,,,
24,ft_test_T12_nmos_svt_test_1,cgd,1.102e-15,,,
24,ft_test_T12_nmos_svt_test_1,vth,279.6e-3,,,
24,ft_test_T12_nmos_svt_test_1,vdsat,130.1e-3,,,
24,ft_test_T12_nmos_svt_test_1,gm,14.77e-3,,,
24,ft_test_T12_nmos_svt_test_1,gds,345.2e-6,,,
24,ft_test_T12_nmos_svt_test_1,gain,42.78,,,
24,ft_test_T12_nmos_svt_test_1,ids,1.2e-3,,,
24,ft_test_T12_nmos_svt_test_1,gm_id,12.31,,,
"Parameters: VDS=700m, VGS=400m",,,,,,
25,ft_test_T12_nmos_svt_test_1,ft,269e9,,,
25,ft_test_T12_nmos_svt_test_1,cgg,5.073e-15,,,
25,ft_test_T12_nmos_svt_test_1,cgs,3.845e-15,,,
25,ft_test_T12_nmos_svt_test_1,cgd,1.127e-15,,,
25,ft_test_T12_nmos_svt_test_1,vth,278.6e-3,,,
25,ft_test_T12_nmos_svt_test_1,vdsat,144.4e-3,,,
25,ft_test_T12_nmos_svt_test_1,gm,18.11e-3,,,
25,ft_test_T12_nmos_svt_test_1,gds,478.3e-6,,,
25,ft_test_T12_nmos_svt_test_1,gain,37.87,,,
25,ft_test_T12_nmos_svt_test_1,ids,1.972e-3,,,
25,ft_test_T12_nmos_svt_test_1,gm_id,9.182,,,
"Parameters: VDS=700m, VGS=450m",,,,,,
26,ft_test_T12_nmos_svt_test_1,ft,291.3e9,,,
26,ft_test_T12_nmos_svt_test_1,cgg,5.462e-15,,,
26,ft_test_T12_nmos_svt_test_1,cgs,4.209e-15,,,
26,ft_test_T12_nmos_svt_test_1,cgd,1.152e-15,,,
26,ft_test_T12_nmos_svt_test_1,vth,277.5e-3,,,
26,ft_test_T12_nmos_svt_test_1,vdsat,157.9e-3,,,
26,ft_test_T12_nmos_svt_test_1,gm,20.35e-3,,,
26,ft_test_T12_nmos_svt_test_1,gds,616.3e-6,,,
26,ft_test_T12_nmos_svt_test_1,gain,33.02,,,
26,ft_test_T12_nmos_svt_test_1,ids,2.855e-3,,,
26,ft_test_T12_nmos_svt_test_1,gm_id,7.127,,,
"Parameters: VDS=700m, VGS=500m",,,,,,
27,ft_test_T12_nmos_svt_test_1,ft,306.3e9,,,
27,ft_test_T12_nmos_svt_test_1,cgg,5.767e-15,,,
27,ft_test_T12_nmos_svt_test_1,cgs,4.487e-15,,,
27,ft_test_T12_nmos_svt_test_1,cgd,1.179e-15,,,
27,ft_test_T12_nmos_svt_test_1,vth,276.2e-3,,,
27,ft_test_T12_nmos_svt_test_1,vdsat,170.8e-3,,,
27,ft_test_T12_nmos_svt_test_1,gm,21.9e-3,,,
27,ft_test_T12_nmos_svt_test_1,gds,766.7e-6,,,
27,ft_test_T12_nmos_svt_test_1,gain,28.56,,,
27,ft_test_T12_nmos_svt_test_1,ids,3.805e-3,,,
27,ft_test_T12_nmos_svt_test_1,gm_id,5.754,,,
"Parameters: VDS=700m, VGS=550m",,,,,,
28,ft_test_T12_nmos_svt_test_1,ft,314.1e9,,,
28,ft_test_T12_nmos_svt_test_1,cgg,6.012e-15,,,
28,ft_test_T12_nmos_svt_test_1,cgs,4.699e-15,,,
28,ft_test_T12_nmos_svt_test_1,cgd,1.212e-15,,,
28,ft_test_T12_nmos_svt_test_1,vth,274.9e-3,,,
28,ft_test_T12_nmos_svt_test_1,vdsat,183.5e-3,,,
28,ft_test_T12_nmos_svt_test_1,gm,22.93e-3,,,
28,ft_test_T12_nmos_svt_test_1,gds,933.7e-6,,,
28,ft_test_T12_nmos_svt_test_1,gain,24.55,,,
28,ft_test_T12_nmos_svt_test_1,ids,4.796e-3,,,
28,ft_test_T12_nmos_svt_test_1,gm_id,4.78,,,
"Parameters: VDS=700m, VGS=600m",,,,,,
29,ft_test_T12_nmos_svt_test_1,ft,316.7e9,,,
29,ft_test_T12_nmos_svt_test_1,cgg,6.218e-15,,,
29,ft_test_T12_nmos_svt_test_1,cgs,4.863e-15,,,
29,ft_test_T12_nmos_svt_test_1,cgd,1.254e-15,,,
29,ft_test_T12_nmos_svt_test_1,vth,273.5e-3,,,
29,ft_test_T12_nmos_svt_test_1,vdsat,195.9e-3,,,
29,ft_test_T12_nmos_svt_test_1,gm,23.53e-3,,,
29,ft_test_T12_nmos_svt_test_1,gds,1.121e-3,,,
29,ft_test_T12_nmos_svt_test_1,gain,21,,,
29,ft_test_T12_nmos_svt_test_1,ids,5.806e-3,,,
29,ft_test_T12_nmos_svt_test_1,gm_id,4.053,,,
"Parameters: VDS=700m, VGS=650m",,,,,,
30,ft_test_T12_nmos_svt_test_1,ft,315.3e9,,,
30,ft_test_T12_nmos_svt_test_1,cgg,6.4e-15,,,
30,ft_test_T12_nmos_svt_test_1,cgs,4.993e-15,,,
30,ft_test_T12_nmos_svt_test_1,cgd,1.305e-15,,,
30,ft_test_T12_nmos_svt_test_1,vth,272.1e-3,,,
30,ft_test_T12_nmos_svt_test_1,vdsat,208.4e-3,,,
30,ft_test_T12_nmos_svt_test_1,gm,23.8e-3,,,
30,ft_test_T12_nmos_svt_test_1,gds,1.331e-3,,,
30,ft_test_T12_nmos_svt_test_1,gain,17.89,,,
30,ft_test_T12_nmos_svt_test_1,ids,6.819e-3,,,
30,ft_test_T12_nmos_svt_test_1,gm_id,3.49,,,
"Parameters: VDS=700m, VGS=700m",,,,,,
31,ft_test_T12_nmos_svt_test_1,ft,310.6e9,,,
31,ft_test_T12_nmos_svt_test_1,cgg,6.568e-15,,,
31,ft_test_T12_nmos_svt_test_1,cgs,5.099e-15,,,
31,ft_test_T12_nmos_svt_test_1,cgd,1.368e-15,,,
31,ft_test_T12_nmos_svt_test_1,vth,270.7e-3,,,
31,ft_test_T12_nmos_svt_test_1,vdsat,220.8e-3,,,
31,ft_test_T12_nmos_svt_test_1,gm,23.79e-3,,,
31,ft_test_T12_nmos_svt_test_1,gds,1.566e-3,,,
31,ft_test_T12_nmos_svt_test_1,gain,15.19,,,
31,ft_test_T12_nmos_svt_test_1,ids,7.823e-3,,,
31,ft_test_T12_nmos_svt_test_1,gm_id,3.041,,,
"Parameters: VDS=700m, VGS=750m",,,,,,
32,ft_test_T12_nmos_svt_test_1,ft,303e9,,,
32,ft_test_T12_nmos_svt_test_1,cgg,6.73e-15,,,
32,ft_test_T12_nmos_svt_test_1,cgs,5.186e-15,,,
32,ft_test_T12_nmos_svt_test_1,cgd,1.442e-15,,,
32,ft_test_T12_nmos_svt_test_1,vth,269.2e-3,,,
32,ft_test_T12_nmos_svt_test_1,vdsat,233.4e-3,,,
32,ft_test_T12_nmos_svt_test_1,gm,23.56e-3,,,
32,ft_test_T12_nmos_svt_test_1,gds,1.829e-3,,,
32,ft_test_T12_nmos_svt_test_1,gain,12.88,,,
32,ft_test_T12_nmos_svt_test_1,ids,8.808e-3,,,
32,ft_test_T12_nmos_svt_test_1,gm_id,2.675,,,
"Parameters: VDS=700m, VGS=800m",,,,,,
33,ft_test_T12_nmos_svt_test_1,ft,293e9,,,
33,ft_test_T12_nmos_svt_test_1,cgg,6.888e-15,,,
33,ft_test_T12_nmos_svt_test_1,cgs,5.26e-15,,,
33,ft_test_T12_nmos_svt_test_1,cgd,1.527e-15,,,
33,ft_test_T12_nmos_svt_test_1,vth,267.8e-3,,,
33,ft_test_T12_nmos_svt_test_1,vdsat,246e-3,,,
33,ft_test_T12_nmos_svt_test_1,gm,23.15e-3,,,
33,ft_test_T12_nmos_svt_test_1,gds,2.12e-3,,,
33,ft_test_T12_nmos_svt_test_1,gain,10.92,,,
33,ft_test_T12_nmos_svt_test_1,ids,9.767e-3,,,
33,ft_test_T12_nmos_svt_test_1,gm_id,2.37,,,

